solar panel warranty,1500,low,product intent,keyword,search_volume,competition,cpc_low,cpc_high
commercial,solar panels,14800,MEDIUM,5.866658,18.894497
commercial,solar panel installation,2400,LOW,7.835983,35.392754
commercial,solar companies,3600,LOW,6.844435,29.140493
commercial,solar contractors,480,LOW,5.797801,30.682901
commercial,solar quotes,480,MEDIUM,16.264141,59.974882
commercial,solar financing,40,MEDIUM,6.871978,18.302323
commercial,solar incentives,110,HIGH,4.282936,12.449435
commercial,solar battery storage,720,LOW,2.368697,9.226904
commercial,solar power for homes,6600,LOW,6.25226,23.673208
commercial,solar energy companies,2400,LOW,4.338022,19.266328
commercial,solar installation companies,1900,LOW,7.505467,24.100124
commercial,solar panel installers,,,,
commercial,solar system cost,590,HIGH,1.377149,13.055381
commercial,solar panel cost,2900,LOW,4.145221,14.51516
commercial,solar energy cost,2900,LOW,4.145221,14.51516
commercial,solar rebates,170,HIGH,2.988415,9.075418
commercial,solar tax credit,170,LOW,2.579607,8.194042
commercial,solar grants,20,MEDIUM,3.690761,15.630652
commercial,solar energy savings,20,MEDIUM,6.004373,13.220639
commercial,solar power rebates,170,LOW,4.362269,16.153969
commercial,solar energy consultation,70,LOW,0,0
informational,solar energy,2900,LOW,5.797801,18.877688
informational,solar energy benefits,140,MEDIUM,2.533955,7.973698
informational,solar energy savings,20,MEDIUM,6.004373,13.220639
informational,solar installation process,10,LOW,0,0
informational,solar panel reviews,70,HIGH,3.346474,7.739582
informational,solar energy tips,10,UNSPECIFIED,0,0
informational,solar energy for homes,6600,LOW,6.25226,23.673208
informational,solar energy for businesses,110,LOW,0,0
informational,solar energy for schools,10,LOW,0,0
informational,solar energy for farms,10,LOW,0,0
transactional,buy solar panels,210,HIGH,3.307272,15.451622
transactional,solar panel quotes,210,MEDIUM,42.003074,90.933214
transactional,solar installation near me,1600,LOW,10.783084,42.127018
transactional,solar panel installers near me,1600,LOW,10.783084,42.127018
transactional,solar companies near me,2400,LOW,8.536264,32.982742
transactional,solar panel financing,90,LOW,6.79279,18.756782
transactional,solar battery installation,50,LOW,0,0
transactional,solar maintenance services,10,LOW,0,0
navigational,tesla solar panels,1600,MEDIUM,3.759619,13.881671
navigational,sunpower solar panels,590,HIGH,3.95242,16.484485
navigational,lg solar panels,20,HIGH,0,0
navigational,panasonic solar panels,50,HIGH,2.754299,13.41344
navigational,renogy solar panels,210,HIGH,0.275429,30.614044
branded,tesla solar,2900,MEDIUM,5.398427,19.142384
branded,sunrun solar,1600,LOW,3.024951,13.661327
branded,sunpower,1600,LOW,4.764938,18.743011
branded,lg solar,10,MEDIUM,0,0
branded,panasonic solar,10,HIGH,0,0
expanded,solar panels for home,6600,LOW,6.25226,23.673208
expanded,solar installers near me,1300,LOW,8.979017,34.34612
expanded,sunpower solar,480,MEDIUM,5.756485,23.549264
expanded,solar power,2400,MEDIUM,6.938464,21.841598
expanded,tesla solar roof,1000,MEDIUM,3.291388,12.174005
expanded,solar panels for sale,880,HIGH,3.043501,12.091376
expanded,best solar panels,720,HIGH,4.627223,12.752408
expanded,best solar companies,390,LOW,7.422838,41.658787
expanded,free solar panels,210,HIGH,6.293575,19.844731
expanded,solar panel price,480,MEDIUM,3.800933,10.412248
expanded,tesla solar roof cost,210,MEDIUM,3.098587,10.466339
expanded,solar providers near me,2400,LOW,8.536264,32.982742
expanded,sunrun solar panels,590,HIGH,4.585909,17.472868
expanded,solar panels near me,590,LOW,6.692948,31.027189
expanded,off grid solar system,480,HIGH,1.156805,6.885749
expanded,solar panel companies,390,LOW,7.491695,31.123589
expanded,home solar system,2400,MEDIUM,6.20017,21.332053
expanded,solar installation,3600,LOW,7.491695,26.565223
expanded,tesla solar panels cost,210,HIGH,3.897334,12.256634
expanded,solar panel system,320,HIGH,5.701399,15.217507
expanded,solar panel installation cost,590,LOW,4.654766,13.496069
expanded,solar panels for your home,6600,LOW,6.25226,23.673208
expanded,sunrun solar company,30,LOW,3.12613,15.89231
expanded,solar panels for home cost,590,MEDIUM,4.627223,14.14333
expanded,best solar panel companies,110,LOW,3.814705,22.447543
expanded,average cost of solar panels,110,MEDIUM,3.897334,10.301081
expanded,solar installation cost,90,MEDIUM,6.927064,15.52048
expanded,top solar companies,50,LOW,5.508599,19.65193
expanded,solar panels for home use,70,MEDIUM,5.246941,18.426266
expanded,local solar companies,260,LOW,5.205975,23.32892
expanded,solar panel companies near me,720,LOW,8.799988,32.087594
expanded,solar power companies near me,2400,LOW,8.536264,32.982742
expanded,solar contractors near me,90,LOW,9.516106,30.145813
expanded,solar panel system cost,20,MEDIUM,0,0
expanded,best solar companies near me,590,LOW,7.367752,41.548615
expanded,home solar system cost,260,LOW,6.458833,16.016254
expanded,solar power companies,3600,LOW,6.844435,29.140493
expanded,solar power installers near me,1300,LOW,8.979017,34.34612
expanded,install solar panels on roof,140,HIGH,7.271351,26.592766
expanded,vivint solar panels,20,MEDIUM,8.951474,15.589337
expanded,sun power,260,LOW,2.836928,15.630652
expanded,solar city,170,LOW,4.393108,12.394349
expanded,sunpro solar,30,MEDIUM,4.200307,17.82194
expanded,sun solar,260,MEDIUM,4.090135,14.639104
expanded,sunnova solar,170,MEDIUM,3.057272,18.288551
expanded,baker electric solar,10,UNSPECIFIED,0,0
expanded,gaf solar shingles,140,LOW,2.754299,12.573379
expanded,powur solar,70,MEDIUM,2.547727,19.114841
expanded,sun solar company,30,HIGH,2.974643,16.883858
expanded,solar installers,390,LOW,4.40664,25.325788
expanded,smart solar savings,10,UNSPECIFIED,0,0
expanded,commercial solar companies,390,LOW,10.080737,32.982742
expanded,solar tech,70,LOW,5.260712,14.928305
expanded,best solar panels 2022,10,UNSPECIFIED,0,0
expanded,solar city tesla,10,LOW,0,0
expanded,tesla solar panels florida,10,UNSPECIFIED,0,0
expanded,solar solutions,50,LOW,3.525503,15.010934
expanded,solar panel companies to avoid,40,MEDIUM,4.723624,10.245995
expanded,simply solar,30,LOW,4.888882,17.875406
expanded,tesla solar shingles,140,MEDIUM,2.602291,7.849754
expanded,top rated solar companies,10,HIGH,6.059459,29.512324
expanded,solar installation companies near me,1300,LOW,8.979017,34.34612
expanded,solar energy companies near me,590,LOW,7.712039,28.219825
expanded,local solar companies near me,1000,LOW,1.928009,5.343341
expanded,the best solar companies,10,UNSPECIFIED,0,0
expanded,local solar panel companies,30,MEDIUM,6.192635,20.147704
expanded,best rated solar companies,390,LOW,7.422838,41.658787
expanded,roofing and solar companies near me,50,MEDIUM,0,0
expanded,best solar panel installers near me,20,HIGH,13.070986,18.219454
expanded,solar panel installation companies near me,90,LOW,0,0
expanded,commercial solar companies near me,210,LOW,0,0
expanded,reputable solar companies,10,LOW,0,0
expanded,solar roofing companies near me,10,HIGH,0,0
expanded,best solar power companies,390,LOW,7.422838,41.658787
expanded,solar companies in my area,10,HIGH,0,0
expanded,residential solar companies,70,LOW,0,0
expanded,best company for solar panels,110,LOW,3.814705,22.447543
expanded,solar system companies near me,10,LOW,13.110467,25.573675
expanded,solar farm companies,30,MEDIUM,5.866658,16.195283
expanded,solar panel contractors,70,LOW,6.197174,27.432827
expanded,solar panel quote,210,MEDIUM,42.003074,90.933214
expanded,solarquotes,10,MEDIUM,0,0
expanded,sunpower quote,30,UNSPECIFIED,0,0
expanded,online solar quote,10,HIGH,30.338614,73.677524
expanded,solar power quotes,40,LOW,0,0
expanded,get solar quotes,20,HIGH,46.974586,101.910124
expanded,solar panel quote online,90,HIGH,0,0
expanded,tesla solar quote,50,HIGH,0,0
expanded,free solar quotes,10,HIGH,0,0
expanded,solar energy quotes,20,LOW,7.877297,52.24907
expanded,instant solar quote,10,HIGH,0,0
expanded,solar system quotes,10,LOW,0,0
expanded,solar quote official,10,UNSPECIFIED,0,0
expanded,solar roof estimate,10,HIGH,0,0
expanded,solar panel installation quote,40,LOW,0,0
expanded,sunrun quote,30,HIGH,17.088543,39.724183
expanded,solar quotes near me,10,HIGH,0,0
expanded,solar installation quote,10,HIGH,0,0
expanded,solar online quote,10,UNSPECIFIED,0,0
expanded,solar loan,70,LOW,5.178083,15.589337
expanded,solar financing companies,20,MEDIUM,0,0
expanded,solar panel loans,90,LOW,6.79279,18.756782
expanded,solar lease,50,LOW,4.243876,17.851463
expanded,government loans for solar panels,10,UNSPECIFIED,0,0
expanded,interest free solar panel loans,10,HIGH,0,0
expanded,commercial solar financing,10,HIGH,6.087002,24.141439
expanded,best solar loan companies,10,UNSPECIFIED,0,0
expanded,zero down solar,10,LOW,0,0
expanded,solar system financing,10,MEDIUM,0,0
expanded,loan for solar system,10,HIGH,6.279803,14.170873
expanded,commercial solar financing companies,10,LOW,0,0
expanded,residential solar financing companies,10,MEDIUM,0,0
expanded,solar loan companies,10,HIGH,0,0
expanded,green loans for solar,10,UNSPECIFIED,0,0
expanded,best solar financing companies,10,HIGH,0,0
expanded,best solar loans,10,HIGH,0,0
expanded,solar financing companies for contractors,10,UNSPECIFIED,0,0
expanded,solar panel financing companies,10,MEDIUM,0,0
expanded,solar lease companies,10,LOW,2.217211,4.696081
expanded,solar panel tax credit,320,MEDIUM,2.354926,9.350848
expanded,solar panel grants,390,MEDIUM,6.830663,17.847863
expanded,solar rebate,170,HIGH,2.988415,9.075418
expanded,solar tax credit 2023,10,MEDIUM,0,0
expanded,solar tax credit 2022,10,LOW,0,0
expanded,solar panel rebate,170,LOW,4.362269,16.153969
expanded,federal solar tax credit,260,LOW,2.492641,8.111413
expanded,government grants for solar panels,40,MEDIUM,8.331757,23.452864
expanded,solar panel government rebate,10,MEDIUM,2.879028,12.958981
expanded,government funded solar panels,30,HIGH,2.712985,17.420947
expanded,government solar rebate,140,HIGH,5.15054,7.643182
expanded,government programs for solar panels,260,HIGH,7.222264,23.237756
expanded,government incentives for solar panels,10,MEDIUM,0,0
expanded,solar panel incentives by state,20,HIGH,0,0
expanded,solar panel tax credit 2022,10,UNSPECIFIED,0,0
expanded,federal government solar incentives,10,LOW,0,0
expanded,solar grants for homeowners,40,HIGH,6.844435,19.693244
expanded,solar panel incentives,170,LOW,4.362269,16.153969
expanded,solar battery rebate,10,LOW,0,0
expanded,solar government programs,50,HIGH,8.345528,25.741927
expanded,tesla powerwall cost,390,MEDIUM,1.830923,6.165595
expanded,solar battery bank,210,HIGH,1.418464,5.756485
expanded,solar panels with battery storage,40,HIGH,5.006474,21.318281
expanded,solar batteries for home,170,HIGH,2.065724,7.656953
expanded,home battery storage,260,MEDIUM,2.065724,7.491695
expanded,solar battery cost,140,MEDIUM,1.418464,4.654766
expanded,battery storage,210,HIGH,0.537088,4.930196
expanded,solar battery storage system,110,HIGH,3.580589,10.369939
expanded,solar battery for house,170,HIGH,2.065724,7.656953
expanded,solar battery storage price,30,LOW,3.228156,5.9035
expanded,best solar battery backup system for home,70,HIGH,2.423783,7.965556
expanded,solar battery backup for home,40,HIGH,2.065724,10.521425
expanded,solar panels and battery cost,70,HIGH,2.809385,10.039423
expanded,solar battery system,720,HIGH,2.561498,10.232224
expanded,generac pwrcell,40,HIGH,1.428857,8.317985
expanded,best batteries for solar power storage,20,HIGH,0,0
expanded,home battery backup without solar,20,HIGH,1.872923,9.144275
expanded,solar power systems with battery storage,10,UNSPECIFIED,0,0
expanded,solar panels with battery storage cost,10,HIGH,0,0
expanded,solar and battery system,720,HIGH,2.561498,10.232224
expanded,tesla powerwall,1300,HIGH,1.721437,7.643182
expanded,solar panels for house,6600,LOW,6.25226,23.673208
expanded,solar for home,6600,LOW,6.25226,23.673208
expanded,residential solar panels,320,HIGH,6.087002,20.423134
expanded,powerwall,170,HIGH,1.446007,6.210946
expanded,home solar power system,2400,MEDIUM,6.20017,21.332053
expanded,rv solar panels,480,HIGH,0.220343,1.886695
expanded,powerhome solar,70,MEDIUM,4.365565,13.523612
expanded,solar panel system for house,50,HIGH,6.472604,16.195283
expanded,solar panels installation near me,480,LOW,7.326437,36.72859
expanded,buy solar panels for home,30,HIGH,8.676044,21.153023
expanded,residential solar systems,210,LOW,3.442874,31.578049
expanded,best solar panels for home,260,HIGH,4.379336,15.52048
expanded,portable solar panel,1000,HIGH,0.316744,2.754299
expanded,home solar panel system,2400,MEDIUM,6.20017,21.332053
expanded,whole house solar system,110,HIGH,4.189871,14.391217
expanded,geneverse homepower one,10,HIGH,0,0
expanded,solar for my home,20,LOW,14.253502,51.643124
expanded,solar panels for my house,50,LOW,12.394349,33.189314
expanded,best solar system for home,90,HIGH,5.439742,28.534547
expanded,infinity solar,10,MEDIUM,7.25758,28.025002
expanded,posigen solar,10,LOW,0,0
expanded,canadian solar panels,70,HIGH,0.46823,5.866658
expanded,best solar installers near me,20,LOW,2.244754,27.820159
expanded,adt solar panels,10,HIGH,0,0
expanded,best solar,20,HIGH,6.422004,32.514511
expanded,rec solar panels,110,HIGH,3.043501,18.743011
expanded,enphase solar,140,HIGH,2.792919,15.79591
expanded,sunpower solar panels price,20,MEDIUM,0,0
expanded,go solar power,10,MEDIUM,5.701399,28.658491
expanded,affordable solar,70,LOW,0,0
expanded,jinko solar panels,110,HIGH,0.895147,20.657249
expanded,sunpower solar company,480,MEDIUM,5.756485,23.549264
expanded,best solar panel,720,HIGH,4.627223,12.752408
expanded,ikea solar panels,10,MEDIUM,0,0
expanded,solar city solar panels,10,HIGH,3.856019,23.852237
expanded,tesla solar roof cost 2022,10,UNSPECIFIED,0,0
expanded,solcius solar,10,UNSPECIFIED,0,0
expanded,solar panel suppliers,40,HIGH,3.139901,11.926118
expanded,affordable solar roof and air,30,MEDIUM,0,0
expanded,sunrun company,40,MEDIUM,2.272063,7.725811
expanded,semper solaris solar,10,LOW,0,0
expanded,local solar installers,140,LOW,7.119865,13.8679
expanded,solar energy installers near me,1600,LOW,10.783084,42.127018
expanded,commercial solar installers,30,LOW,0,0
expanded,sunrun solar cost,10,HIGH,5.921744,12.807494
expanded,sunation solar,10,LOW,0,0
expanded,solar system installation near me,10,LOW,0,0
expanded,top solar panel companies,10,HIGH,6.16068,30.682901
expanded,solar sunrun,1600,LOW,3.024951,13.661327
expanded,best solar installers,20,MEDIUM,8.855074,9.998108
expanded,sunpower installers near me,10,LOW,0,0
expanded,solar system company,30,MEDIUM,19.018441,53.598677
expanded,sunrun ppa,10,MEDIUM,0,0
expanded,sunrun cost,20,HIGH,3.828476,16.809198
expanded,sunrun panels,70,HIGH,3.470417,16.44317
expanded,sunpower dealers near me,10,UNSPECIFIED,0,0
expanded,tesla solar company,2900,MEDIUM,5.398427,19.142384
expanded,commercial solar installation companies,40,LOW,16.44317,31.674449
expanded,semper solaris roofing,10,UNSPECIFIED,0,0
expanded,solar power installation,2400,LOW,7.835983,35.392754
expanded,solar system installation,390,LOW,6.376204,46.244696
expanded,local solar panel installers,40,LOW,0,0
expanded,ground mounted solar panels,110,HIGH,1.514864,8.579644
expanded,solar panels for home near me,10,LOW,0,0
expanded,roof solar panels cost,70,HIGH,8.441929,17.462261
expanded,independent solar panel installers,10,LOW,0,0
expanded,adding solar panels to house,10,HIGH,3.732076,17.655062
expanded,rv solar installation near me,20,MEDIUM,1.652579,4.640995
expanded,solar power installation cost,90,MEDIUM,6.927064,15.52048
expanded,getting solar panels,140,LOW,0,0
expanded,solar system installation cost,10,MEDIUM,11.685814,25.757585
expanded,getting solar panels for your home,10,UNSPECIFIED,0,0
expanded,clean solar,50,LOW,0,0
expanded,solar panels no upfront cost,10,HIGH,0,0
expanded,solar energy installation,720,LOW,12.532064,34.89698
expanded,solar panel installers in my area,10,HIGH,0,0
expanded,run solar company,50,LOW,0,0
expanded,commercial solar panel installers,10,LOW,0,0
expanded,cheapest solar company,10,HIGH,0,0
expanded,solar hot water system price,10,MEDIUM,0,0
expanded,price of solar panels,480,MEDIUM,3.800933,10.412248
expanded,6.6 kw solar system with 5kw inverter price,10,UNSPECIFIED,0,0
expanded,solar power systems prices,70,HIGH,0,0
expanded,10kw solar system with battery price,10,MEDIUM,0,0
expanded,solar panel maintenance near me,10,UNSPECIFIED,0,0
expanded,average cost to install solar panels,30,HIGH,5.288255,14.573082
expanded,6kw solar battery cost,10,UNSPECIFIED,0,0
expanded,5kw solar battery price,10,HIGH,0,0
expanded,solar panel maintenance,110,LOW,1.335835,9.46102
expanded,10kw off grid solar system price,10,UNSPECIFIED,0,0
expanded,6.6 kw solar system price,10,UNSPECIFIED,0,0
expanded,10kw solar battery price,10,HIGH,0.757432,3.043501
expanded,solar panel battery price,10,HIGH,1.556179,4.32425
expanded,solar system price,70,HIGH,0,0
expanded,10kw solar system price,10,HIGH,0,0
expanded,solar panel estimate for house,10,UNSPECIFIED,0,0
expanded,cost of solar panels for 3 bedroom house,20,MEDIUM,2.368697,4.704644
expanded,solar power for home cost,590,MEDIUM,4.627223,14.14333
expanded,estimate solar panel cost,10,HIGH,0,0
expanded,solar cost,70,MEDIUM,4.338022,17.062888
expanded,no cost solar,20,HIGH,7.946155,19.19747
expanded,solar roof cost,90,HIGH,5.161712,16.635971
expanded,solar shingles cost,170,MEDIUM,2.9471,8.042555
expanded,average monthly electric bill with solar panels,20,MEDIUM,3.194987,7.725811
expanded,solar power cost,2900,LOW,4.145221,14.51516
expanded,sun power solar cost,10,UNSPECIFIED,0,0
expanded,sunpower 400 watt solar panel price,10,UNSPECIFIED,0,0
expanded,purchase solar panels for home,30,HIGH,8.676044,21.153023
expanded,solar cost per kwh,30,LOW,3.539275,21.57994
expanded,price of solar panel for home,590,MEDIUM,4.627223,14.14333
expanded,13kw solar system price,20,HIGH,0,0
expanded,benefits of solar energy,50,LOW,3.057272,8.538329
expanded,average price for solar panels,10,HIGH,4.461965,10.236314
expanded,residential solar panel cost,50,MEDIUM,4.50328,9.144275
expanded,house solar panels cost,590,MEDIUM,4.627223,14.14333
expanded,costco solar panels cost,10,UNSPECIFIED,0,0
expanded,average cost of solar,20,HIGH,5.907973,9.626278
expanded,sunrun solar panels cost,20,HIGH,4.585909,17.586205
expanded,tax incentives for solar,20,MEDIUM,2.327383,6.472604
expanded,tesla solar battery cost,20,MEDIUM,0,0
expanded,gaf solar shingles cost,20,LOW,0,0
expanded,tesla solar cost,30,MEDIUM,5.109226,11.76086
expanded,solar and battery package price,10,UNSPECIFIED,0,0
expanded,solar prices,40,MEDIUM,4.310479,7.653479
expanded,solar inverter price,10,MEDIUM,0,0
expanded,solar tubes cost,10,HIGH,0.302972,6.045688
expanded,solar feed in tariff,10,HIGH,0,0
expanded,solar battery storage system cost,10,LOW,0,0
expanded,solar water heater price,10,HIGH,0,0
expanded,best solar battery price,10,HIGH,0,0
expanded,solar storage battery cost,10,MEDIUM,1.115491,3.484189
expanded,pwrcell cost,10,HIGH,0,0
expanded,solar backup battery cost,10,HIGH,0,0
expanded,solar for home cost,590,MEDIUM,4.627223,14.14333
expanded,sunpower battery cost,10,UNSPECIFIED,0,0
expanded,generac pwrcell cost,10,HIGH,0,0
expanded,no net cost solar,10,UNSPECIFIED,0,0
expanded,tesla solar panels price,20,MEDIUM,2.754299,6.389975
expanded,cost to go solar,10,HIGH,0,0
expanded,federal solar incentives,20,MEDIUM,4.489508,14.804362
expanded,solar panel programs,320,HIGH,12.932231,39.875378
expanded,solar panel tax credit 2023,10,LOW,0,0
expanded,federal solar tax credit 2022,10,UNSPECIFIED,0,0
expanded,federal tax credit for solar panels 2022,10,UNSPECIFIED,0,0
expanded,eversource solar incentives,10,UNSPECIFIED,0,0
expanded,government solar programs,50,HIGH,8.345528,25.741927
expanded,2023 solar tax credit,10,UNSPECIFIED,0,0
expanded,solar power grants,390,MEDIUM,6.830663,17.847863
expanded,government solar incentives,10,LOW,5.756485,19.004669
expanded,ameren il solar incentives,70,MEDIUM,3.828476,11.774632
expanded,sce solar rebate,10,UNSPECIFIED,0,0
expanded,solar credit 2023,10,LOW,0,0
expanded,solar energy tax credit,320,MEDIUM,2.354926,9.350848
expanded,federal solar rebate,40,LOW,3.015958,8.006181
expanded,solar credit 2022,10,UNSPECIFIED,0,0
expanded,solar power incentives,110,HIGH,4.282936,12.449435
expanded,solar credit,30,LOW,2.892014,8.399823
expanded,solar panel rebates,170,LOW,4.362269,16.153969
expanded,government rebate solar panels,10,MEDIUM,2.879028,12.958981
expanded,itc tax credit,30,LOW,0,0
expanded,tax credit for solar panels 2022,10,UNSPECIFIED,0,0
expanded,residential solar tax credit,10,MEDIUM,3.525503,10.198781
expanded,federal solar tax credit 2023,10,UNSPECIFIED,0,0
expanded,solar rebate 2023,10,UNSPECIFIED,0,0
expanded,2022 solar tax credit,10,UNSPECIFIED,0,0
expanded,solar panel credit,30,LOW,2.616584,7.743529
expanded,solar stimulus,10,UNSPECIFIED,0,0
expanded,federal solar tax credit 2022 income limit,10,UNSPECIFIED,0,0
expanded,federal tax credit for solar panels,90,LOW,2.905786,10.769312
expanded,solar investment tax credit,70,LOW,2.478869,9.18559
expanded,solar panel stimulus,10,HIGH,0,0
expanded,federal government solar rebate,10,HIGH,0,0
expanded,solar power tax credit,170,LOW,2.579607,8.194042
expanded,itc tax credit solar,20,LOW,1.666351,3.12613
expanded,government solar panel program,260,HIGH,7.222264,23.237756
expanded,solar panels for home government scheme,10,UNSPECIFIED,0,0
expanded,solar panel funding,10,HIGH,0,0
expanded,grants for solar panels for homes,20,HIGH,0,0
expanded,solar panels for business grants,10,UNSPECIFIED,0,0
expanded,government solar panel scheme,10,MEDIUM,0,0
expanded,solar panel grants for homeowners,10,LOW,0,0
expanded,solar power grants for homeowners,40,HIGH,6.844435,19.693244
expanded,federal solar grants,10,MEDIUM,5.632543,9.96341
expanded,government funded solar programs,20,HIGH,3.842248,22.035439
expanded,solar government grants,10,MEDIUM,0,0
expanded,commercial solar panel grants,10,UNSPECIFIED,0,0
expanded,federal grants for solar power,10,MEDIUM,5.632543,9.96341
expanded,government grants for solar power,10,UNSPECIFIED,0,0
expanded,solar energy grants,10,LOW,0,0
expanded,solar grants for business,10,MEDIUM,0,0
expanded,federal grant for solar panels,10,HIGH,5.591228,12.532064
expanded,solar savings,20,LOW,2.382469,11.777922
expanded,smart home savings solar,10,UNSPECIFIED,0,0
expanded,solar panel savings,10,LOW,0,0
expanded,masssave solar,10,UNSPECIFIED,0,0
expanded,average electric bill with solar panels,10,LOW,0,0
expanded,go solar and save,10,LOW,0,0
expanded,save on solar,20,LOW,2.382469,11.777922
expanded,estimate solar savings,20,HIGH,3.750088,15.093563
expanded,solar panels not reducing bill,10,LOW,0,0
expanded,save with solar,20,LOW,2.382469,11.777922
expanded,solar power savings,20,LOW,2.382469,11.777922
expanded,average savings with solar panels,10,MEDIUM,0,0
expanded,energy saving solar panels,10,LOW,0,0
expanded,solar panels worth the cost,10,UNSPECIFIED,0,0
expanded,solar panels save money,10,LOW,0,0
expanded,solar panels reduce electricity bill,10,LOW,0,0
expanded,fpl solar incentives,10,UNSPECIFIED,0,0
expanded,government grant solar panels,40,MEDIUM,8.331757,23.452864
expanded,duke energy solar rebate,10,LOW,0,0
expanded,government subsidies for solar panels,10,HIGH,7.712039,14.225959
expanded,solar energy rebates,170,LOW,4.362269,16.153969
expanded,tax rebate for solar panels,70,LOW,2.630356,7.340209
expanded,solar system rebates,10,LOW,0,0
expanded,solar power government grants,40,MEDIUM,8.331757,23.452864
expanded,cps solar rebate,20,UNSPECIFIED,0,0
expanded,solar energy incentives,10,LOW,0,0
expanded,solar incentives by state,10,HIGH,2.602813,6.610319
expanded,solar energy credit,30,LOW,2.616584,7.743529
expanded,solar system government rebate,10,UNSPECIFIED,0,0
expanded,solar energy incentives by state,10,HIGH,0,0
expanded,pge solar incentives,10,UNSPECIFIED,0,0
expanded,commercial solar rebates,10,UNSPECIFIED,0,0
expanded,ladwp solar incentives,10,HIGH,0,0
expanded,solar panel rebates by state,10,HIGH,0,0
expanded,solar consultant,50,LOW,7.450381,11.953661
expanded,solar consultation,50,LOW,7.450381,11.953661
expanded,solar consultants near me,20,LOW,0,0
expanded,independent solar consultant,10,UNSPECIFIED,0,0
expanded,solar panel consultant,10,LOW,0,0
expanded,solar panel consultation,10,LOW,0,0
expanded,solar energy consultants near me,10,LOW,0,0
expanded,tesla solar consultation,10,UNSPECIFIED,0,0
expanded,free solar consultation,10,UNSPECIFIED,0,0
expanded,solar power consultant,10,LOW,0,0
expanded,residential solar consultant,10,UNSPECIFIED,0,0
expanded,solar consulting services,10,UNSPECIFIED,0,0
expanded,solar design consultant,10,UNSPECIFIED,0,0
expanded,solar system consultant,10,UNSPECIFIED,0,0
expanded,solar engineering consultants,10,LOW,0,0
expanded,commercial solar consultant,10,UNSPECIFIED,0,0
expanded,solar consulting companies,10,LOW,0,0
expanded,solar business consultant,10,UNSPECIFIED,0,0
expanded,solar pv design consultants,30,UNSPECIFIED,0,0
expanded,solar,6600,LOW,6.279803,18.288551
expanded,solar generators,3600,HIGH,0.881375,5.549914
expanded,sun run solar,880,MEDIUM,2.768071,13.509841
expanded,ion solar,480,MEDIUM,3.057272,12.518293
expanded,solar shingles,480,MEDIUM,2.754299,8.689816
expanded,solar near me,590,LOW,13.110467,36.666029
expanded,solar roof,2900,LOW,4.764938,15.079792
expanded,bluetti power station,170,HIGH,0.448585,4.971511
expanded,costco solar,70,HIGH,6.334889,27.102311
expanded,freedom forever solar,720,LOW,2.366089,9.047875
expanded,costco solar panels,90,HIGH,7.670725,23.962409
expanded,portable solar panels,1000,HIGH,0.316744,2.754299
expanded,solar power system,1900,HIGH,5.205626,15.589337
expanded,solar roof tiles,170,MEDIUM,2.754299,9.46102
expanded,solar roof shingles,170,HIGH,3.330422,9.722678
expanded,solar inverter,1300,LOW,0.64726,6.197174
expanded,go solar,40,MEDIUM,6.114545,19.128613
expanded,diy solar system,140,HIGH,1.286965,8.422467
